"seq","id","date","number_passengers","duration"
"56358",63398,2009-10-02,79,1.0897442
"56359",63399,2009-10-02,85,1.0474421
"56360",63400,2009-10-02,87,0.9971946
"56361",63402,2009-10-03,40,2.0176542
"56362",63403,2009-10-03,38,2.0187676
"56363",63404,2009-10-03,40,2.0263875
"56364",63405,2009-10-03,40,1.9204665
"56365",63406,2009-10-03,40,2.0239599
"56366",63408,2009-10-03,43,1.9163307
"56367",63409,2009-10-03,41,1.9735608
"56368",63410,2009-10-03,79,1.0674641
"56369",63411,2009-10-03,80,0.9912635
"56370",63412,2009-10-03,85,1.0755571
"56371",63413,2009-10-03,81,1.0323265
"56372",63414,2009-10-03,80,1.0518739
"56373",63415,2009-10-03,84,0.9768864
"56374",63416,2009-10-03,90,0.95193577
"56375",63417,2009-10-03,76,1.078365
"56376",63418,2009-10-03,82,1.0777206
"56377",63419,2009-10-03,84,1.007297
"56378",63420,2009-10-04,41,2.1265917
"56379",63421,2009-10-04,41,2.0089357
"56380",63422,2009-10-04,41,2.0248697
"56381",63423,2009-10-04,41,1.9629911
"56382",63424,2009-10-04,41,2.0832562
"56383",63425,2009-10-04,34,1.9810393
"56384",63426,2009-10-04,43,2.009005
"56385",63427,2009-10-04,41,2.0230675
"56386",63428,2009-10-04,43,2.0227122
"56387",63429,2009-10-04,41,2.019427
"56388",63430,2009-10-04,75,1.0504696
"56389",63431,2009-10-04,81,1.0661783
"56390",63432,2009-10-04,74,1.0503839
"56391",63433,2009-10-04,68,1.0529828
"56392",63435,2009-10-04,82,1.0396423
"56393",63436,2009-10-04,81,1.06958
"56394",63437,2009-10-04,71,1.0152907
"56395",63438,2009-10-05,36,2.1188722
"56396",63439,2009-10-05,42,2.2053847
"56397",63440,2009-10-05,42,2.064162
"56398",63441,2009-10-05,41,1.9836938
"56399",63442,2009-10-05,44,2.1362798
"56400",63443,2009-10-05,41,1.9928294
"56401",63444,2009-10-05,46,2.054755
"56402",63445,2009-10-05,41,2.0938334
"56403",63446,2009-10-05,43,2.0184748
"56404",63447,2009-10-05,42,1.9583104
"56405",63448,2009-10-05,81,1.1095275
"56406",63449,2009-10-05,82,1.0892825
"56407",63450,2009-10-05,82,1.0773987
"56408",63451,2009-10-05,83,1.0639106
"56409",63452,2009-10-05,82,1.090031
"56410",63453,2009-10-05,81,1.1046954
"56411",63454,2009-10-05,83,1.0743822
"56412",63455,2009-10-05,79,1.0652164
"56413",63456,2009-10-06,33,2.131366
"56414",63457,2009-10-06,39,1.9679494
"56415",63458,2009-10-06,39,2.007086
"56416",63459,2009-10-06,33,2.1109529
"56417",63460,2009-10-06,40,2.1789255
"56418",63461,2009-10-06,39,2.1761553
"56419",63462,2009-10-06,35,2.0458002
"56420",63463,2009-10-06,39,2.0871837
"56421",63464,2009-10-06,74,1.0403866
"56422",63465,2009-10-06,77,1.0662893
"56423",63467,2009-10-06,68,1.0956895
"56424",63468,2009-10-06,79,1.166421
"56425",63469,2009-10-06,75,1.0485498
"56426",63470,2009-10-06,77,1.0588012
"56427",63471,2009-10-06,77,1.0616553
"56428",63472,2009-10-06,75,1.1040394
"56429",63473,2009-10-06,76,1.0699093
"56430",63474,2009-10-07,40,2.1428416
"56431",63475,2009-10-07,40,2.137892
"56432",63476,2009-10-07,36,2.1421647
"56433",63477,2009-10-07,33,2.118215
"56434",63478,2009-10-07,40,2.1944492
"56435",63479,2009-10-07,40,2.1212966
"56436",63480,2009-10-07,36,2.137141
"56437",63481,2009-10-07,40,2.167757
"56438",63482,2009-10-07,69,1.0632145
"56439",63483,2009-10-07,78,1.0905057
"56440",63484,2009-10-07,77,1.1006309
"56441",63485,2009-10-07,70,1.093644
"56442",63486,2009-10-07,79,1.1377355
"56443",63487,2009-10-07,76,1.1311421
"56444",63488,2009-10-07,78,1.0787429
"56445",63489,2009-10-07,72,1.1238297
"56446",63490,2009-10-07,64,1.0878326
"56447",63491,2009-10-07,77,1.132085
"56448",63492,2009-10-08,40,1.9983389
"56449",63493,2009-10-08,38,2.08418
"56450",63494,2009-10-08,40,2.036398
"56451",63495,2009-10-08,40,2.0016031
"56452",63496,2009-10-08,40,2.087323
"56453",63497,2009-10-08,40,2.012243
"56454",63498,2009-10-08,42,1.9727454
"56455",63499,2009-10-08,40,2.0087154
"56456",63501,2009-10-08,87,1.0340923
"56457",63502,2009-10-08,83,1.0068802
"56458",63503,2009-10-08,83,0.99166435
"56459",63504,2009-10-08,78,1.0567925
"56460",63505,2009-10-08,84,0.98886734
"56461",63506,2009-10-08,80,1.067309
"56462",63507,2009-10-08,83,1.0253947
"56463",63508,2009-10-08,81,1.086155
"56464",63509,2009-10-08,79,1.0872573
"56465",63510,2009-10-09,40,2.177086
"56466",63511,2009-10-09,39,2.0671415
"56467",63512,2009-10-09,40,1.9625945
"56468",63513,2009-10-09,40,1.8913078
"56469",63514,2009-10-09,40,2.0104468
"56470",63515,2009-10-09,40,2.1734674
"56471",63516,2009-10-09,38,2.0197155
"56472",63517,2009-10-09,41,1.995165
"56473",63518,2009-10-09,80,1.0400653
"56474",63519,2009-10-09,72,1.0831518
"56475",63520,2009-10-09,82,0.9984122
"56476",63521,2009-10-09,77,1.0886173
"56477",63522,2009-10-09,75,1.0723157
"56478",63524,2009-10-09,81,1.0416137
"56479",63525,2009-10-09,76,1.01394
"56480",63526,2009-10-09,75,1.0694479
"56481",63528,2009-10-10,38,2.0963812
"56482",63529,2009-10-10,41,1.9581057
"56483",63530,2009-10-10,43,2.1219096
"56484",63531,2009-10-10,35,2.0058746
"56485",63532,2009-10-10,41,1.971334
"56486",63533,2009-10-10,40,1.9523482
"56487",63534,2009-10-10,41,2.0789623
"56488",63535,2009-10-10,41,2.1134408
"56489",63536,2009-10-10,83,1.0177362
"56490",63537,2009-10-10,84,1.04157
"56491",63538,2009-10-10,80,1.0172105
"56492",63539,2009-10-10,79,1.0440805
"56493",63540,2009-10-10,78,1.0948634
"56494",63541,2009-10-10,80,1.07142
"56495",63542,2009-10-10,84,0.9855474
"56496",63543,2009-10-10,81,1.0541004
"56497",63544,2009-10-10,83,1.0623488
"56498",63545,2009-10-10,80,1.07364
"56499",63546,2009-10-11,40,1.9623971
"56500",63547,2009-10-11,40,1.910463
"56501",63548,2009-10-11,39,2.015875
"56502",63549,2009-10-11,40,2.018036
"56503",63550,2009-10-11,40,2.0486047
"56504",63551,2009-10-11,40,2.0270786
"56505",63552,2009-10-11,40,1.9288589
"56506",63553,2009-10-11,43,1.9519608
"56507",63554,2009-10-11,40,1.9993123
"56508",63555,2009-10-11,40,2.011833
"56509",63556,2009-10-11,81,1.0401686
"56510",63557,2009-10-11,81,1.0226325
"56511",63558,2009-10-11,81,1.0387882
"56512",63559,2009-10-11,88,1.0289313
"56513",63560,2009-10-11,79,1.0356077
"56514",63561,2009-10-11,82,1.0177222
"56515",63562,2009-10-11,84,0.9773266
"56516",63563,2009-10-11,85,1.0152034
"56517",63564,2009-10-12,41,1.9724429
"56518",63565,2009-10-12,44,2.041502
"56519",63566,2009-10-12,39,2.0520825
"56520",63567,2009-10-12,41,2.0520766
"56521",63568,2009-10-12,41,1.9402097
"56522",63569,2009-10-12,41,1.9579064
"56523",63570,2009-10-12,41,2.0012114
"56524",63571,2009-10-12,36,1.9470696
"56525",63572,2009-10-12,41,2.0944862
"56526",63573,2009-10-12,42,1.9286964
"56527",63574,2009-10-12,82,1.0710745
"56528",63576,2009-10-12,83,1.0384723
"56529",63577,2009-10-12,83,0.9412246
"56530",63578,2009-10-12,83,1.0463561
"56531",63579,2009-10-12,82,1.0713147
"56532",63580,2009-10-12,84,1.0357827
"56533",63581,2009-10-12,87,1.0140084
"56534",63582,2009-10-13,40,2.0902612
"56535",63583,2009-10-13,40,2.072673
"56536",63584,2009-10-13,40,2.0686042
"56537",63586,2009-10-13,43,2.149712
"56538",63587,2009-10-13,40,2.0327823
"56539",63588,2009-10-13,40,2.1186864
"56540",63589,2009-10-13,38,1.903177
"56541",63590,2009-10-13,80,1.0177801
"56542",63591,2009-10-13,80,1.0644819
"56543",63592,2009-10-13,84,0.9694427
"56544",63593,2009-10-13,82,1.0472414
"56545",63595,2009-10-13,88,0.99104935
"56546",63596,2009-10-13,87,1.0306287
"56547",63597,2009-10-13,84,0.97297746
"56548",63598,2009-10-13,79,0.9743829
"56549",63600,2009-10-14,42,2.0186164
"56550",63601,2009-10-14,39,2.056535
"56551",63602,2009-10-14,40,2.013236
"56552",63603,2009-10-14,40,2.000414
"56553",63604,2009-10-14,40,2.0435243
"56554",63605,2009-10-14,40,2.1204972
"56555",63606,2009-10-14,41,2.084006
"56556",63607,2009-10-14,41,1.9809475
"56557",63608,2009-10-14,81,1.0271397
"56558",63610,2009-10-14,83,1.0102533
"56559",63611,2009-10-14,83,0.9932843
"56560",63612,2009-10-14,86,0.91312987
"56561",63613,2009-10-14,82,1.0171124
"56562",63614,2009-10-14,83,0.9977199
"56563",63615,2009-10-14,83,1.0018617
"56564",63616,2009-10-14,83,0.9893326
"56565",63617,2009-10-14,78,1.0461496
"56566",63618,2009-10-15,39,1.8935548
"56567",63619,2009-10-15,42,2.0390146
"56568",63620,2009-10-15,39,1.9925116
"56569",63621,2009-10-15,39,2.09968
"56570",63622,2009-10-15,39,1.9758086
"56571",63623,2009-10-15,39,2.0788176
"56572",63624,2009-10-15,42,1.9202938
"56573",63625,2009-10-15,40,1.9473418
"56574",63626,2009-10-15,81,0.99322295
"56575",63627,2009-10-15,81,0.99747276
"56576",63628,2009-10-15,79,1.0488157
"56577",63629,2009-10-15,79,1.0484974
"56578",63630,2009-10-15,81,0.9952111
"56579",63631,2009-10-15,84,1.0642164
"56580",63632,2009-10-15,79,1.0365516
"56581",63633,2009-10-15,83,1.0603883
"56582",63634,2009-10-15,76,0.98425615
"56583",63635,2009-10-15,82,0.9804548
"56584",63636,2009-10-16,41,2.1217792
"56585",63637,2009-10-16,41,2.1214147
"56586",63638,2009-10-16,45,2.046385
"56587",63639,2009-10-16,41,2.129715
"56588",63640,2009-10-16,41,2.1638052
"56589",63641,2009-10-16,41,2.0610294
"56590",63642,2009-10-16,41,2.112543
"56591",63643,2009-10-16,40,2.0910795
"56592",63644,2009-10-16,82,1.0649942
"56593",63645,2009-10-16,81,1.0620921
"56594",63646,2009-10-16,86,0.99293333
"56595",63647,2009-10-16,81,1.060508
"56596",63648,2009-10-16,79,1.0428033
"56597",63649,2009-10-16,82,1.0571481
"56598",63650,2009-10-16,78,1.1273317
"56599",63651,2009-10-16,86,1.0283638
"56600",63652,2009-10-16,82,1.0594834
"56601",63654,2009-10-17,39,1.9252156
"56602",63655,2009-10-17,39,1.912756
"56603",63656,2009-10-17,39,2.0874574
"56604",63657,2009-10-17,43,2.0142443
"56605",63658,2009-10-17,38,2.095544
"56606",63659,2009-10-17,38,2.0600288
"56607",63660,2009-10-17,40,2.0190039
"56608",63661,2009-10-17,39,2.08925
"56609",63662,2009-10-17,78,1.0601212
"56610",63663,2009-10-17,86,1.0572944
"56611",63664,2009-10-17,80,0.94072187
"56612",63665,2009-10-17,80,1.0270908
"56613",63666,2009-10-17,80,1.0893264
"56614",63667,2009-10-17,85,1.0734711
"56615",63668,2009-10-17,81,1.0734413
"56616",63669,2009-10-17,86,1.0391026
"56617",63670,2009-10-17,77,1.080824
"56618",63671,2009-10-17,87,1.0328671
"56619",63690,2009-10-19,39,2.125746
"56620",63691,2009-10-19,41,2.0969684
"56621",63692,2009-10-19,39,2.0812757
"56622",63693,2009-10-19,32,2.111352
"56623",63694,2009-10-19,38,2.0337915
"56624",63695,2009-10-19,39,2.1327052
"56625",63696,2009-10-19,39,2.1298716
"56626",63697,2009-10-19,39,1.9685457
"56627",63698,2009-10-19,39,1.9974337
"56628",63699,2009-10-19,39,2.0698142
"56629",63701,2009-10-19,76,1.0934622
"56630",63702,2009-10-19,86,1.1050273
"56631",63703,2009-10-19,78,1.0923933
"56632",63704,2009-10-19,78,1.0550123
"56633",63705,2009-10-19,68,1.0269867
"56634",63706,2009-10-19,77,1.0779146
"56635",63707,2009-10-19,76,1.1068462
"56636",63708,2009-10-20,39,2.258241
"56637",63709,2009-10-20,39,2.105424
"56638",63710,2009-10-20,39,2.1705642
"56639",63711,2009-10-20,39,2.0390527
"56640",63712,2009-10-20,39,1.9634473
"56641",63713,2009-10-20,39,1.9834037
"56642",63714,2009-10-20,38,2.163129
"56643",63715,2009-10-20,39,2.072515
"56644",63716,2009-10-20,79,0.994255
"56645",63717,2009-10-20,80,1.0357159
"56646",63718,2009-10-20,76,1.1068915
"56647",63719,2009-10-20,69,1.0182585
"56648",63720,2009-10-20,74,1.028898
"56649",63721,2009-10-20,80,1.0371654
"56650",63722,2009-10-20,81,0.99924123
"56651",63723,2009-10-20,83,0.9892753
"56652",63724,2009-10-20,80,1.0391518
"56653",63725,2009-10-20,79,1.0460197
"56654",63726,2009-10-21,40,2.111755
"56655",63727,2009-10-21,40,2.0281765
"56656",63728,2009-10-21,40,1.9300573
"56657",63730,2009-10-21,38,2.0596044
"56658",63732,2009-10-21,40,1.9382541
"56659",63733,2009-10-21,40,1.9926529
"56660",63734,2009-10-21,76,1.03134
"56661",63735,2009-10-21,80,1.0489011
"56662",63736,2009-10-21,83,1.1082982
"56663",63737,2009-10-21,82,1.006059
"56664",63738,2009-10-21,78,1.0915687
"56665",63739,2009-10-21,81,1.0262251
"56666",63740,2009-10-21,77,1.0812215
"56667",63741,2009-10-21,82,1.0239373
"56668",63742,2009-10-21,83,0.9805086
"56669",63743,2009-10-21,80,1.1200588
"56670",63744,2009-10-22,40,1.9191146
"56671",63745,2009-10-22,41,1.8819965
"56672",63746,2009-10-22,40,2.1329904
"56673",63747,2009-10-22,40,2.0022395
"56674",63748,2009-10-22,40,1.99116
"56675",63749,2009-10-22,44,2.0846298
"56676",63750,2009-10-22,40,1.94928
"56677",63751,2009-10-22,45,2.0957825
"56678",63752,2009-10-22,86,0.9412722
"56679",63753,2009-10-22,91,1.0187991
"56680",63754,2009-10-22,87,0.9751133
"56681",63755,2009-10-22,82,1.0333747
"56682",63756,2009-10-22,84,0.97953045
"56683",63757,2009-10-22,83,1.0127475
"56684",63758,2009-10-22,81,1.0401576
"56685",63759,2009-10-22,82,0.944666
"56686",63760,2009-10-22,82,1.0173676
"56687",63761,2009-10-22,86,1.0355258
"56688",63762,2009-10-23,41,2.063323
"56689",63763,2009-10-23,42,2.1834252
"56690",63764,2009-10-23,41,2.062332
"56691",63765,2009-10-23,44,2.100836
"56692",63766,2009-10-23,41,1.9413551
"56693",63768,2009-10-23,41,2.1461904
"56694",63769,2009-10-23,44,2.0948675
"56695",63770,2009-10-23,81,1.0477711
"56696",63771,2009-10-23,79,1.1019877
"56697",63772,2009-10-23,81,1.064355
"56698",63773,2009-10-23,83,1.0181776
"56699",63774,2009-10-23,83,1.0094061
"56700",63775,2009-10-23,78,1.0396326
"56701",63776,2009-10-23,80,1.086505
"56702",63777,2009-10-23,79,1.0983638
"56703",63778,2009-10-23,79,1.1070751
"56704",63779,2009-10-23,77,1.1347443
"56705",63780,2009-10-24,38,2.0547225
"56706",63781,2009-10-24,39,2.0558841
"56707",63782,2009-10-24,36,1.9589468
"56708",63784,2009-10-24,40,2.0191545
"56709",63785,2009-10-24,40,2.0897422
"56710",63786,2009-10-24,41,2.0902133
"56711",63787,2009-10-24,40,1.9093221
"56712",63788,2009-10-24,84,0.9680923
"56713",63789,2009-10-24,75,1.0244284
"56714",63790,2009-10-24,79,1.0378478
"56715",63791,2009-10-24,81,1.0462255
"56716",63792,2009-10-24,79,1.0773958
"56717",63793,2009-10-24,80,1.0610931
"56718",63794,2009-10-24,81,1.0816268
"56719",63795,2009-10-24,77,1.1291288
"56720",63796,2009-10-24,80,1.0594987
"56721",63797,2009-10-24,78,1.0145546
"56722",63798,2009-10-25,39,2.0598907
"56723",63800,2009-10-25,39,2.1423619
"56724",63801,2009-10-25,42,2.0435264
"56725",63803,2009-10-25,39,2.076991
"56726",63806,2009-10-25,39,2.1242058
"56727",63807,2009-10-25,34,1.9845326
"56728",63808,2009-10-25,77,1.0573468
"56729",63809,2009-10-25,75,1.1076707
"56730",63810,2009-10-25,74,1.1272025
"56731",63811,2009-10-25,71,1.0368211
"56732",63812,2009-10-25,78,1.0767603
"56733",63813,2009-10-25,76,1.0853497
"56734",63814,2009-10-25,68,1.0501022
"56735",63815,2009-10-25,75,1.1162572
"56736",63816,2009-10-26,42,2.1497116
"56737",63818,2009-10-26,39,2.016686
"56738",63819,2009-10-26,40,2.0033817
"56739",63820,2009-10-26,38,2.0487714
"56740",63821,2009-10-26,38,1.9363734
"56741",63822,2009-10-26,41,1.9894323
"56742",63823,2009-10-26,42,2.0785499
"56743",63824,2009-10-26,38,1.9850044
"56744",63825,2009-10-26,45,1.9239855
"56745",63826,2009-10-26,76,1.0347105
"56746",63827,2009-10-26,75,1.0393193
"56747",63828,2009-10-26,79,0.9933956
"56748",63829,2009-10-26,77,1.0263662
"56749",63830,2009-10-26,79,1.000134
"56750",63831,2009-10-26,78,1.0209309
"56751",63832,2009-10-26,78,1.0104638
"56752",63833,2009-10-26,78,0.99342984
"56753",63834,2009-10-27,40,2.0428076
"56754",63835,2009-10-27,43,1.9614006
"56755",63836,2009-10-27,40,1.9486567
"56756",63837,2009-10-27,40,2.0576744
"56757",63838,2009-10-27,43,2.039074
"56758",63839,2009-10-27,46,2.009113
"56759",63840,2009-10-27,40,1.9140735
"56760",63841,2009-10-27,45,2.0353277
"56761",63842,2009-10-27,82,1.0549299
"56762",63843,2009-10-27,84,1.0187374
"56763",63844,2009-10-27,80,1.0375487
"56764",63845,2009-10-27,82,1.066744
"56765",63846,2009-10-27,81,1.058177
"56766",63848,2009-10-27,83,1.0107352
"56767",63849,2009-10-27,77,0.99067676
"56768",63850,2009-10-27,82,1.0251153
"56769",63851,2009-10-27,85,1.068361
"56770",63852,2009-10-28,39,2.0894704
"56771",63853,2009-10-28,38,2.0781624
"56772",63854,2009-10-28,34,2.1042907
"56773",63855,2009-10-28,38,1.9992933
"56774",63856,2009-10-28,38,1.9799203
"56775",63857,2009-10-28,41,2.0407286
"56776",63858,2009-10-28,38,2.0462122
"56777",63859,2009-10-28,38,2.0128727
"56778",63860,2009-10-28,82,1.0071969
"56779",63861,2009-10-28,76,1.0544876
"56780",63862,2009-10-28,74,1.0857216
"56781",63863,2009-10-28,76,1.0367867
"56782",63864,2009-10-28,78,1.004781
"56783",63865,2009-10-28,76,1.0402082
"56784",63866,2009-10-28,75,1.075138
"56785",63867,2009-10-28,77,1.044904
"56786",63868,2009-10-28,76,1.0579951
"56787",63869,2009-10-28,75,0.99764365
"56788",63889,2009-10-30,38,2.1446998
"56789",63890,2009-10-30,39,2.0270238
"56790",63891,2009-10-30,39,2.026316
"56791",63892,2009-10-30,42,1.934933
"56792",63893,2009-10-30,39,2.1143823
"56793",63894,2009-10-30,44,2.132045
"56794",63895,2009-10-30,39,1.924502
"56795",63896,2009-10-30,89,0.9632361
"56796",63897,2009-10-30,75,0.9971448
"56797",63898,2009-10-30,80,1.0470397
"56798",63899,2009-10-30,79,1.0354441
"56799",63900,2009-10-30,77,1.0716273
"56800",63901,2009-10-30,80,1.020832
"56801",63902,2009-10-30,80,1.0138954
"56802",63903,2009-10-30,81,0.9826374
"56803",63904,2009-10-30,79,1.0132288
"56804",63905,2009-10-30,81,0.98145074
"56805",63906,2009-10-31,34,2.1367295
"56806",63907,2009-10-31,31,2.1070197
"56807",63908,2009-10-31,34,2.1327095
"56808",63909,2009-10-31,38,2.191339
"56809",63910,2009-10-31,29,2.1947658
"56810",63911,2009-10-31,38,2.153603
"56811",63912,2009-10-31,38,2.2106218
"56812",63913,2009-10-31,38,2.158983
"56813",63915,2009-10-31,71,1.1514995
"56814",63916,2009-10-31,61,1.177682
"56815",63917,2009-10-31,59,1.0925772
"56816",63918,2009-10-31,59,1.1273979
"56817",63920,2009-10-31,73,1.1261343
"56818",63921,2009-10-31,67,1.132393
"56819",63922,2009-10-31,69,1.1760994
"56820",63923,2009-10-31,60,1.1608952
"56821",63924,2009-11-01,38,2.218777
"56822",63926,2009-11-01,37,2.0063262
"56823",63927,2009-11-01,38,2.1305885
"56824",63928,2009-11-01,34,2.0872705
"56825",63929,2009-11-01,37,2.1217556
"56826",63930,2009-11-01,30,2.0756338
"56827",63931,2009-11-01,36,2.0922637
"56828",63932,2009-11-01,40,2.0057547
"56829",63933,2009-11-01,38,1.9462066
"56830",63934,2009-11-01,68,1.0569865
"56831",63936,2009-11-01,75,1.0772254
"56832",63937,2009-11-01,76,1.0645211
"56833",63938,2009-11-01,72,1.0638818
"56834",63939,2009-11-01,68,1.0398736
"56835",63940,2009-11-01,72,1.1534953
"56836",63941,2009-11-01,75,1.0820925
"56837",63942,2009-11-02,38,2.0036643
"56838",63943,2009-11-02,38,2.1005964
"56839",63945,2009-11-02,38,2.1207674
"56840",63946,2009-11-02,37,2.0774179
"56841",63947,2009-11-02,38,2.0276675
"56842",63948,2009-11-02,38,2.0010724
"56843",63949,2009-11-02,38,2.127226
"56844",63950,2009-11-02,38,2.041097
"56845",63951,2009-11-02,38,2.010804
"56846",63952,2009-11-02,80,0.98937947
"56847",63953,2009-11-02,74,1.0229828
"56848",63954,2009-11-02,77,1.0937415
"56849",63955,2009-11-02,82,1.0001189
"56850",63956,2009-11-02,83,1.0492035
"56851",63957,2009-11-02,89,1.031204
"56852",63958,2009-11-02,80,1.0061125
"56853",63959,2009-11-02,78,1.0295517
"56854",63960,2009-11-03,40,2.038405
"56855",63961,2009-11-03,40,2.0854836
"56856",63962,2009-11-03,40,1.9969183
"56857",63963,2009-11-03,35,2.1261685
"56858",63964,2009-11-03,40,2.033864
"56859",63965,2009-11-03,40,2.0857754
"56860",63966,2009-11-03,39,1.9898019
"56861",63967,2009-11-03,42,2.1255586
"56862",63968,2009-11-03,80,1.0577823
"56863",63969,2009-11-03,78,1.086891
"56864",63970,2009-11-03,76,1.0464625
"56865",63971,2009-11-03,78,1.0820729
"56866",63972,2009-11-03,81,1.0364485
"56867",63973,2009-11-03,73,1.0633359
"56868",63974,2009-11-03,80,1.0498023
"56869",63975,2009-11-03,80,1.0354139
"56870",63976,2009-11-03,75,1.0188138
"56871",63977,2009-11-03,81,1.029974
"56872",63978,2009-11-04,38,2.0552442
"56873",63979,2009-11-04,39,2.124658
"56874",63980,2009-11-04,39,2.2656186
"56875",63981,2009-11-04,39,2.1208837
"56876",63982,2009-11-04,39,2.1207192
"56877",63983,2009-11-04,39,2.1676745
"56878",63984,2009-11-04,30,2.0839849
"56879",63985,2009-11-04,34,2.0543816
"56880",63986,2009-11-04,71,1.1348943
"56881",63987,2009-11-04,76,1.1004469
"56882",63988,2009-11-04,70,1.1471109
"56883",63989,2009-11-04,66,1.1420461
"56884",63990,2009-11-04,77,1.0604419
"56885",63991,2009-11-04,76,1.0830926
"56886",63992,2009-11-04,73,1.1653159
"56887",63993,2009-11-04,73,1.1640795
"56888",63994,2009-11-04,65,1.1520562
"56889",63995,2009-11-04,75,1.117449
"56890",63996,2009-11-05,37,2.1310546
"56891",63997,2009-11-05,37,2.0631714
"56892",63998,2009-11-05,32,2.2057712
"56893",63999,2009-11-05,37,2.1645894
"56894",64000,2009-11-05,37,2.0880258
"56895",64001,2009-11-05,36,2.037879
"56896",64003,2009-11-05,37,2.1534297
"56897",64004,2009-11-05,72,1.0870566
"56898",64005,2009-11-05,66,1.1005156
"56899",64006,2009-11-05,72,1.1402174
"56900",64007,2009-11-05,70,1.1450237
"56901",64008,2009-11-05,75,1.1519408
"56902",64009,2009-11-05,74,1.1170425
"56903",64010,2009-11-05,71,1.1255894
"56904",64011,2009-11-05,69,1.1540669
"56905",64012,2009-11-05,76,1.1029804
"56906",64013,2009-11-05,73,1.0799713
"56907",64014,2009-11-06,41,1.9942453
"56908",64015,2009-11-06,40,2.0476046
"56909",64016,2009-11-06,41,2.042097
"56910",64017,2009-11-06,40,2.1189413
"56911",64018,2009-11-06,40,2.020353
"56912",64019,2009-11-06,40,2.0580368
"56913",64020,2009-11-06,44,1.9973475
"56914",64021,2009-11-06,40,2.0815415
"56915",64022,2009-11-06,80,1.0705674
"56916",64023,2009-11-06,75,1.0890719
"56917",64024,2009-11-06,77,1.0544155
"56918",64025,2009-11-06,79,1.0344983
"56919",64026,2009-11-06,78,1.0594195
"56920",64027,2009-11-06,78,1.0982649
"56921",64028,2009-11-06,83,0.9895245
"56922",64029,2009-11-06,77,1.0305256
"56923",64030,2009-11-06,82,0.98092914
"56924",64031,2009-11-06,85,0.9625333
"56925",64032,2009-11-07,37,2.0152369
"56926",64033,2009-11-07,37,2.030683
"56927",64034,2009-11-07,47,2.0146754
"56928",64035,2009-11-07,41,2.0601285
"56929",64036,2009-11-07,37,1.9546108
"56930",64037,2009-11-07,37,1.9409364
"56931",64038,2009-11-07,34,2.0078683
"56932",64039,2009-11-07,32,2.041284
"56933",64040,2009-11-07,77,1.0126784
"56934",64041,2009-11-07,70,1.0863748
"56935",64042,2009-11-07,76,1.0296462
"56936",64043,2009-11-07,79,0.9551835
"56937",64044,2009-11-07,80,1.0149049
"56938",64045,2009-11-07,77,1.0022528
"56939",64046,2009-11-07,75,1.0434328
"56940",64047,2009-11-07,74,0.9533469
"56941",64048,2009-11-07,81,0.9939725
"56942",64049,2009-11-07,73,0.9912007
"56943",64050,2009-11-08,39,1.9012085
"56944",64051,2009-11-08,44,2.0416353
"56945",64052,2009-11-08,39,2.012909
"56946",64053,2009-11-08,39,2.0197132
"56947",64054,2009-11-08,39,2.0312784
"56948",64055,2009-11-08,39,1.9308013
"56949",64056,2009-11-08,39,2.0927007
"56950",64057,2009-11-08,39,1.9122107
"56951",64058,2009-11-08,38,1.935336
"56952",64059,2009-11-08,39,1.9619421
"56953",64060,2009-11-08,79,0.99523735
"56954",64061,2009-11-08,81,1.0008403
"56955",64062,2009-11-08,83,1.0610387
"56956",64063,2009-11-08,83,1.0049256
"56957",64064,2009-11-08,81,1.0054874
"56958",64065,2009-11-08,81,0.98059785
"56959",64066,2009-11-08,77,1.0663613
"56960",64067,2009-11-08,83,0.9573245
"56961",64068,2009-11-09,37,2.0774083
"56962",64069,2009-11-09,37,2.118695
"56963",64070,2009-11-09,37,1.9998852
"56964",64071,2009-11-09,41,2.03803
"56965",64072,2009-11-09,37,2.0296738
"56966",64073,2009-11-09,37,2.079557
"56967",64074,2009-11-09,42,1.9955704
"56968",64075,2009-11-09,37,2.012755
"56969",64076,2009-11-09,39,2.0032175
"56970",64077,2009-11-09,37,2.0247052
"56971",64078,2009-11-09,71,1.0331155
"56972",64079,2009-11-09,77,1.0008833
"56973",64080,2009-11-09,78,0.9760146
"56974",64081,2009-11-09,66,1.026919
"56975",64082,2009-11-09,74,1.0626746
"56976",64083,2009-11-09,79,1.029301
"56977",64084,2009-11-09,77,1.0064375
"56978",64085,2009-11-09,80,1.0540857
"56979",64086,2009-11-10,33,2.0437036
"56980",64087,2009-11-10,37,2.0773578
"56981",64088,2009-11-10,37,2.0387418
"56982",64089,2009-11-10,35,2.0621316
"56983",64090,2009-11-10,31,2.0194087
"56984",64091,2009-11-10,37,2.0742664
"56985",64092,2009-11-10,33,2.0512514
"56986",64093,2009-11-10,37,2.0133994
"56987",64094,2009-11-10,81,1.0353388
"56988",64095,2009-11-10,75,1.0901213
"56989",64096,2009-11-10,86,1.0493859
"56990",64097,2009-11-10,75,1.0264888
"56991",64098,2009-11-10,74,1.0468546
"56992",64099,2009-11-10,75,1.0377917
"56993",64100,2009-11-10,77,1.0175136
"56994",64102,2009-11-10,73,1.1164263
"56995",64103,2009-11-10,74,1.0441428
"56996",64104,2009-11-11,38,2.1301444
"56997",64105,2009-11-11,35,2.043428
